INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
212095025,423,,ASSAULT - AGGRAVATED,B2,320,0,2021-12-29 14:50:00,2021,12,Wednesday,14,,BLUE HILL AVE,42.30889840345595,-71.08305190474378,"(42.30889840345595, -71.08305190474378)"
212095020,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B3, ,0,2021-12-29 14:46:00,2021,12,Wednesday,14,,BLUE HILL AVE,42.291056464594725,-71.08933752421984,"(42.291056464594725, -71.08933752421984)"
212095015,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3, ,0,2021-12-29 14:10:00,2021,12,Wednesday,14,,W SELDEN ST,42.27967491935417,-71.08381263322309,"(42.27967491935417, -71.08381263322309)"
212095006,2914,,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B2,611,0,2021-12-21 16:30:00,2021,12,Tuesday,16,,FENWOOD RD,42.336112738241425,-71.10927826017357,"(42.336112738241425, -71.10927826017357)"
212095001,520,,BURGLARY - RESIDENTIAL,B3, ,0,2021-12-29 12:28:00,2021,12,Wednesday,12,,TENNIS RD,42.27615691256162,-71.0955030303829,"(42.27615691256162, -71.0955030303829)"
212094990,3803,,M/V ACCIDENT - PERSONAL INJURY,B3, ,0,2021-12-29 12:41:00,2021,12,Wednesday,12,,"ELLINGTON ST & OLD RD
DORCHESTER  MA 02121
UNITED ",42.30258096068864,-71.08476596816188,"(42.30258096068864, -71.08476596816188)"
212094983,3115,,INVESTIGATE PERSON,D14,778,0,2021-12-29 12:34:00,2021,12,Wednesday,12,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212094982,3115,,INVESTIGATE PERSON,D14, ,0,2021-12-29 11:17:00,2021,12,Wednesday,11,,SEATTLE ST,42.36015659748151,-71.12494689853955,"(42.36015659748151, -71.12494689853955)"
212094980,3803,,M/V ACCIDENT - PERSONAL INJURY,D14, ,0,2021-12-29 11:39:00,2021,12,Wednesday,11,,"WASHINGTON ST & FAIRBANKS ST
BOSTON  MA 02135
UNIT",42.34904998590674,-71.16311004283732,"(42.34904998590674, -71.16311004283732)"
212094974,3803,,M/V ACCIDENT - PERSONAL INJURY,B2,304,0,2021-12-29 11:49:00,2021,12,Wednesday,11,,WASHINGTON ST,42.318515336572005,-71.09560595881274,"(42.318515336572005, -71.09560595881274)"
212094958,724,,AUTO THEFT,D14,778,0,2021-12-28 03:50:00,2021,12,Tuesday,3,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212094955,3410,,TOWED MOTOR VEHICLE,B2, ,0,2021-12-29 10:05:00,2021,12,Wednesday,10,,"COLUMBIA RD & DUDLEY ST
DORCHESTER  MA 02125
UNITE",42.31705298210659,-71.0652140008863,"(42.31705298210659, -71.0652140008863)"
212094954,3115,,INVESTIGATE PERSON,B2,289,0,2021-12-27 14:34:00,2021,12,Monday,14,,SCHROEDER PLAZA,0,0,"(0, 0)"
212094949,3201,,PROPERTY - LOST/ MISSING,B2, ,0,2021-12-24 11:00:00,2021,12,Friday,11,,ABBOTSFORD ST,42.3142057292054,-71.0913428240209,"(42.3142057292054, -71.0913428240209)"
212094947,724,,AUTO THEFT,D14,778,0,2021-12-29 10:57:00,2021,12,Wednesday,10,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212094937,801,,ASSAULT - SIMPLE,D14, ,0,2021-12-29 09:39:00,2021,12,Wednesday,9,,BEACON ST,42.33358200229403,-71.16609100025916,"(42.33358200229403, -71.16609100025916)"
212094935,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14, ,0,2021-12-29 09:00:00,2021,12,Wednesday,9,,GUEST ST,42.35674412427863,-71.14367007305148,"(42.35674412427863, -71.14367007305148)"
212094932,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14, ,0,2021-12-29 09:00:00,2021,12,Wednesday,9,,DENBY RD,42.35542031631827,-71.1348489206777,"(42.35542031631827, -71.1348489206777)"
212094927,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14, ,0,2021-12-28 21:40:00,2021,12,Tuesday,21,,BEACON ST,42.33626663670688,-71.14950270888421,"(42.33626663670688, -71.14950270888421)"
212094922,3006,,SICK/INJURED/MEDICAL - PERSON,D14, ,0,2021-12-29 06:57:00,2021,12,Wednesday,6,,TREMONT ST,42.351153675781624,-71.17291562638388,"(42.351153675781624, -71.17291562638388)"
212094921,3115,,INVESTIGATE PERSON,D14, ,0,2021-12-29 07:02:00,2021,12,Wednesday,7,,CHISWICK RD,42.33996910554088,-71.15048614664572,"(42.33996910554088, -71.15048614664572)"
212094920,3006,,SICK/INJURED/MEDICAL - PERSON,B3, ,0,2021-12-29 06:33:00,2021,12,Wednesday,6,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212094919,3115,,INVESTIGATE PERSON,B2, ,0,2021-12-29 06:53:00,2021,12,Wednesday,6,,WINTHROP ST,42.3242406894884,-71.07761916640617,"(42.3242406894884, -71.07761916640617)"
212094916,3005,,SICK ASSIST,B2, ,0,2021-12-29 05:57:00,2021,12,Wednesday,5,,SHAWMUT AVE,42.331925323407006,-71.08411221708074,"(42.331925323407006, -71.08411221708074)"
212094911,3115,,INVESTIGATE PERSON,B3,439,0,2021-12-29 05:33:00,2021,12,Wednesday,5,,CALLENDER ST,42.287853934105506,-71.08679684409852,"(42.287853934105506, -71.08679684409852)"
212094902,3301,,VERBAL DISPUTE,B3,432,0,2021-12-29 01:36:00,2021,12,Wednesday,1,,WOODROW AVE,42.28684571001114,-71.08545029593535,"(42.28684571001114, -71.08545029593535)"
212094899,3114,,INVESTIGATE PROPERTY,B3, ,0,2021-12-29 02:04:00,2021,12,Wednesday,2,,"LYFORD ST & STRATTON ST
DORCHESTER  MA 02124
UNITE",42.2887580281569,-71.08382702928915,"(42.2887580281569, -71.08382702928915)"
212094894,3005,,SICK ASSIST,B3, ,0,2021-12-28 17:24:00,2021,12,Tuesday,17,,CHARLOTTE ST,42.29944215455069,-71.08489748232857,"(42.29944215455069, -71.08489748232857)"
212094883,3114,,INVESTIGATE PROPERTY,B3,440,0,2021-12-28 22:56:00,2021,12,Tuesday,22,,TALBOT AVE,42.29453954303396,-71.08669889996908,"(42.29453954303396, -71.08669889996908)"
212094879,3005,,SICK ASSIST,B3, ,0,2021-12-28 22:17:00,2021,12,Tuesday,22,,SUTTON ST,42.28197224183185,-71.0891245886923,"(42.28197224183185, -71.0891245886923)"
212094876,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2, ,0,2021-12-24 13:30:00,2021,12,Friday,13,,COLUMBIA RD,42.31596900051565,-71.06625300015122,"(42.31596900051565, -71.06625300015122)"
212094873,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,778,0,2021-12-21 00:00:00,2021,12,Tuesday,0,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212094872,423,,ASSAULT - AGGRAVATED,B2, ,0,2021-12-28 21:52:00,2021,12,Tuesday,21,,DUDLEY ST,42.32872588572028,-71.08382216968015,"(42.32872588572028, -71.08382216968015)"
212094867,3115,,INVESTIGATE PERSON,B3, ,0,2021-12-28 20:55:00,2021,12,Tuesday,20,,NIGHTINGALE ST,42.294743121884856,-71.08503785643556,"(42.294743121884856, -71.08503785643556)"
212094860,423,,ASSAULT - AGGRAVATED,B2, ,1,2021-12-28 20:55:00,2021,12,Tuesday,20,,SAINT ALPHONSUS ST,42.3346420372182,-71.10025069370285,"(42.3346420372182, -71.10025069370285)"
212094858,3114,,INVESTIGATE PROPERTY,B2, ,0,2021-12-10 18:00:00,2021,12,Friday,18,,QUINCY ST,42.316209843369045,-71.08234965593898,"(42.316209843369045, -71.08234965593898)"
212094857,613,,LARCENY SHOPLIFTING,B3, ,0,2021-12-28 20:41:00,2021,12,Tuesday,20,,RIVER ST,42.27130225372019,-71.07442361965835,"(42.27130225372019, -71.07442361965835)"
212094855,801,,ASSAULT - SIMPLE,D14, ,0,2021-12-28 20:10:00,2021,12,Tuesday,20,,BRIGHTON AVE,42.353011186512404,-71.13261450756816,"(42.353011186512404, -71.13261450756816)"
212094844,3114,,INVESTIGATE PROPERTY,B3, ,0,2021-12-28 19:22:00,2021,12,Tuesday,19,,THEODORE ST,42.28406984588337,-71.08824920193648,"(42.28406984588337, -71.08824920193648)"
212094841,3115,,INVESTIGATE PERSON,B3,444,0,2021-12-28 19:12:00,2021,12,Tuesday,19,,BLUE HILL AVE,42.29576380381549,-71.08756001916733,"(42.29576380381549, -71.08756001916733)"
212094835,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,2021-12-25 18:26:00,2021,12,Saturday,18,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212094833,3502,,MISSING PERSON - LOCATED,B3, ,0,2021-12-28 19:28:00,2021,12,Tuesday,19,,TIVERTON RD,42.27867278913926,-71.08175721750791,"(42.27867278913926, -71.08175721750791)"
212094828,3115,,INVESTIGATE PERSON,B3, ,0,2021-12-28 18:24:00,2021,12,Tuesday,18,,CAPEN ST,42.28387658240919,-71.08099353973844,"(42.28387658240919, -71.08099353973844)"
212094825,3005,,SICK ASSIST,B3, ,0,2021-12-28 17:45:00,2021,12,Tuesday,17,,THANE ST,42.29557336134831,-71.07584328309261,"(42.29557336134831, -71.07584328309261)"
212094823,3115,,INVESTIGATE PERSON,B2, ,0,2021-12-28 18:44:00,2021,12,Tuesday,18,,"COLUMBIA RD & QUINCY ST
DORCHESTER  MA 02125
UNITE",42.311265022174986,-71.07004002865303,"(42.311265022174986, -71.07004002865303)"
212094816,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B3,465,0,2021-12-28 16:13:00,2021,12,Tuesday,16,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212094813,617,,LARCENY THEFT FROM BUILDING,B3, ,0,2021-12-28 17:20:00,2021,12,Tuesday,17,,NORFOLK ST,42.27668389924565,-71.0924024790431,"(42.27668389924565, -71.0924024790431)"
212094806,3115,,INVESTIGATE PERSON,D14, ,0,2021-12-28 17:35:00,2021,12,Tuesday,17,,HARVARD AVE,42.349667513419874,-71.13048677758938,"(42.349667513419874, -71.13048677758938)"
212094805,617,,LARCENY THEFT FROM BUILDING,D14,778,0,2021-12-23 18:01:00,2021,12,Thursday,18,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212086386,1402,,VANDALISM,D14, ,0,2021-11-25 15:08:00,2021,11,Thursday,15,,NORTH BEACON STREET,0,0,"(0, 0)"
212094797,3115,,INVESTIGATE PERSON,B2,611,0,2021-12-28 00:00:00,2021,12,Tuesday,0,,FENWOOD RD,42.334682686796334,-71.10699046237603,"(42.334682686796334, -71.10699046237603)"
212094788,3170,,INTIMIDATING WITNESS,B2,319,0,2021-12-27 17:25:00,2021,12,Monday,17,,"ELM HILL AVE & SCHUYLER ST
ROXBURY  MA 02121
UNITE",42.309595961742225,-71.08745405013215,"(42.309595961742225, -71.08745405013215)"
212094785,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,430,0,2021-12-28 16:37:00,2021,12,Tuesday,16,,LUCERNE ST,42.284158403142854,-71.08942979559554,"(42.284158403142854, -71.08942979559554)"
212094781,3201,,PROPERTY - LOST/ MISSING,B2, ,0,2021-12-28 00:00:00,2021,12,Tuesday,0,,MELNEA CASS BOULEVARD,0,0,"(0, 0)"
212094777,3201,,PROPERTY - LOST/ MISSING,B3, ,0,2021-12-24 12:00:00,2021,12,Friday,12,,BLUE HILL AVE,42.270958023206624,-71.09355180395306,"(42.270958023206624, -71.09355180395306)"
212094775,3005,,SICK ASSIST,B3,466,0,2021-12-28 15:52:00,2021,12,Tuesday,15,,COURTLAND RD,42.28611951300328,-71.09573992319353,"(42.28611951300328, -71.09573992319353)"
212094773,3115,,INVESTIGATE PERSON,B3, ,0,2021-12-28 16:32:00,2021,12,Tuesday,16,,DEERING RD,42.28553307537101,-71.09580077198905,"(42.28553307537101, -71.09580077198905)"
212094772,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2021-12-28 15:31:00,2021,12,Tuesday,15,,"WALNUT AVE & MUNROE ST
ROXBURY  MA 02119
UNITED ST",42.319211967533896,-71.09022693972473,"(42.319211967533896, -71.09022693972473)"
212094768,2646,,LIQUOR/ALCOHOL - DRINKING IN PUBLIC,B2, ,0,2021-12-28 14:06:00,2021,12,Tuesday,14,,TREMONT ST,42.33355870741822,-71.10299966824176,"(42.33355870741822, -71.10299966824176)"
212094753,3005,,SICK ASSIST,D14, ,0,2021-12-28 14:45:00,2021,12,Tuesday,14,,COMMONWEALTH AVE,42.339709515516056,-71.15175698729112,"(42.339709515516056, -71.15175698729112)"
212094752,3115,,INVESTIGATE PERSON,B3, ,0,2021-12-28 15:03:00,2021,12,Tuesday,15,,ALMONT ST,42.281051315573684,-71.09800331873384,"(42.281051315573684, -71.09800331873384)"
212094746,3115,,INVESTIGATE PERSON,B3,465,0,2021-12-24 21:14:00,2021,12,Friday,21,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212094733,1106,,FRAUD - CREDIT CARD / ATM FRAUD,B2,326,0,2021-12-27 14:45:00,2021,12,Monday,14,,BLUE HILL AVE,42.31432111656021,-71.0790058564827,"(42.31432111656021, -71.0790058564827)"
212094732,2401,,AFFRAY,B3, ,0,2021-12-28 12:22:00,2021,12,Tuesday,12,,GREENWOOD ST,42.30262129341519,-71.07918398721611,"(42.30262129341519, -71.07918398721611)"
212094731,3114,,INVESTIGATE PROPERTY,B2, ,0,2021-12-28 13:28:00,2021,12,Tuesday,13,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212094729,3115,,INVESTIGATE PERSON,D14,778,0,2021-12-27 17:00:00,2021,12,Monday,17,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212094728,617,,LARCENY THEFT FROM BUILDING,B2,313,0,2021-12-26 12:00:00,2021,12,Sunday,12,,WYOMING ST,42.31508518034225,-71.08508813271443,"(42.31508518034225, -71.08508813271443)"
212094722,619,,LARCENY ALL OTHERS,B3,465,0,2021-12-28 12:44:00,2021,12,Tuesday,12,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212094721,801,,ASSAULT - SIMPLE,B3, ,0,2021-12-28 12:26:00,2021,12,Tuesday,12,,BLUE HILL AVE,42.26817397260553,-71.09387677261341,"(42.26817397260553, -71.09387677261341)"
212094720,1102,,FRAUD - FALSE PRETENSE / SCHEME,B2,262,0,2021-09-13 12:00:00,2021,9,Monday,12,,WOODVILLE TER,42.32129001152743,-71.0752532805909,"(42.32129001152743, -71.0752532805909)"
212094704,3115,,INVESTIGATE PERSON,B3,465,0,2021-11-19 00:00:00,2021,11,Friday,0,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212094702,3803,,M/V ACCIDENT - PERSONAL INJURY,B2, ,0,2021-12-28 10:34:00,2021,12,Tuesday,10,,NORFOLK AVE,42.325246067940455,-71.06938944404445,"(42.325246067940455, -71.06938944404445)"
212094693,3410,,TOWED MOTOR VEHICLE,B2,330,0,2021-12-28 00:00:00,2021,12,Tuesday,0,,SUPPLE RD,42.305654151588634,-71.08186812286667,"(42.305654151588634, -71.08186812286667)"
212094692,617,,LARCENY THEFT FROM BUILDING,D14,778,0,2021-12-26 10:44:00,2021,12,Sunday,10,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212094684,611,,LARCENY PICK-POCKET,B2,602,0,2021-12-27 13:00:00,2021,12,Monday,13,,"HUNTINGTON AVE & TREMONT ST
ROXBURY  MA 02115
UNIT",42.334137001211474,-71.10465895677197,"(42.334137001211474, -71.10465895677197)"
212094682,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D14,778,0,2021-12-14 00:00:00,2021,12,Tuesday,0,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212094679,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B3, ,0,2021-12-28 01:53:00,2021,12,Tuesday,1,,COLONIAL AVE,42.29040923059065,-71.07693574277538,"(42.29040923059065, -71.07693574277538)"
212094678,2647,,THREATS TO DO BODILY HARM,B3,428,0,2021-12-28 06:22:00,2021,12,Tuesday,6,,ASTORIA ST,42.28020476798819,-71.08691240435893,"(42.28020476798819, -71.08691240435893)"
212094675,3410,,TOWED MOTOR VEHICLE,B3, ,0,2021-12-28 03:16:00,2021,12,Tuesday,3,,HIAWATHA RD,42.27683754247962,-71.09526440075749,"(42.27683754247962, -71.09526440075749)"
212094672,3114,,INVESTIGATE PROPERTY,B2, ,0,2021-12-28 02:48:00,2021,12,Tuesday,2,,NORFOLK AVE,42.3283517579551,-71.07393157857904,"(42.3283517579551, -71.07393157857904)"
212094670,3115,,INVESTIGATE PERSON,B2, ,0,2021-12-28 02:29:00,2021,12,Tuesday,2,,MAGNOLIA ST,42.31478432299101,-71.07160996879186,"(42.31478432299101, -71.07160996879186)"
212094665,1402,,VANDALISM,B2, ,0,2021-12-28 00:55:00,2021,12,Tuesday,0,,WINTHROP ST,42.32617420657356,-71.08118336227888,"(42.32617420657356, -71.08118336227888)"
212094662,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2, ,0,2021-12-27 14:00:00,2021,12,Monday,14,,ELM HILL AVE,42.308017338561,-71.08870712241816,"(42.308017338561, -71.08870712241816)"
212094661,3115,,INVESTIGATE PERSON,D14, ,0,2021-12-28 00:06:00,2021,12,Tuesday,0,,STRATHMORE RD,42.33835433035027,-71.14835829688171,"(42.33835433035027, -71.14835829688171)"
212094654,3114,,INVESTIGATE PROPERTY,B3, ,0,2021-12-27 22:53:00,2021,12,Monday,22,,CAPEN ST,42.28079417076534,-71.07882204669522,"(42.28079417076534, -71.07882204669522)"
212094652,3005,,SICK ASSIST,B2, ,0,2021-12-27 22:11:00,2021,12,Monday,22,,HOLWORTHY ST,42.316321305820594,-71.08923049704752,"(42.316321305820594, -71.08923049704752)"
212094649,3115,,INVESTIGATE PERSON,B2,328,0,2021-12-27 16:00:00,2021,12,Monday,16,,MAGNOLIA ST,42.31012904650881,-71.07484821004398,"(42.31012904650881, -71.07484821004398)"
212094642,3115,,INVESTIGATE PERSON,B2,323,0,2021-12-27 21:24:00,2021,12,Monday,21,,HOLBORN ST,42.31505390982238,-71.08223329602207,"(42.31505390982238, -71.08223329602207)"
212094628,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B2, ,0,2021-12-27 19:51:00,2021,12,Monday,19,,"BLUE HILL AVE & NAZING ST
DORCHESTER  MA 02121
UNI",42.30610798026771,-71.08461803181098,"(42.30610798026771, -71.08461803181098)"
212094623,3803,,M/V ACCIDENT - PERSONAL INJURY,B2, ,0,2021-12-27 18:29:00,2021,12,Monday,18,,COLUMBIA RD,42.32015318610247,-71.06220376488528,"(42.32015318610247, -71.06220376488528)"
212094622,2610,,TRESPASSING,B2, ,0,2021-12-27 18:57:00,2021,12,Monday,18,,DUDLEY ST,42.32872588572028,-71.08382216968015,"(42.32872588572028, -71.08382216968015)"
212094619,613,,LARCENY SHOPLIFTING,B3, ,0,2021-12-27 18:29:00,2021,12,Monday,18,,RIVER ST,42.27130225372019,-71.07442361965835,"(42.27130225372019, -71.07442361965835)"
212094616,1109,,FRAUD - WIRE,B3, ,0,2021-12-27 19:30:00,2021,12,Monday,19,,WOODBOLE AVE,42.27557518317176,-71.08094054874896,"(42.27557518317176, -71.08094054874896)"
212094613,3115,,INVESTIGATE PERSON,B3, ,0,2021-12-27 19:25:00,2021,12,Monday,19,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212094602,3801,,M/V ACCIDENT - OTHER,B2, ,0,2021-12-27 18:34:00,2021,12,Monday,18,,"SCHUYLER ST & ELM HILL AVE
ROXBURY  MA 02121
UNITE",42.309595961742225,-71.08745405013215,"(42.309595961742225, -71.08745405013215)"
212094601,3001,,DEATH INVESTIGATION,B2, ,0,2021-12-27 18:17:00,2021,12,Monday,18,,ROCKLEDGE ST,42.32659416207122,-71.08992058974147,"(42.32659416207122, -71.08992058974147)"
212094596,3803,,M/V ACCIDENT - PERSONAL INJURY,B3,437,0,2021-12-27 17:35:00,2021,12,Monday,17,,NORFOLK ST,42.289968577146,-71.07232539868414,"(42.289968577146, -71.07232539868414)"
212094590,3114,,INVESTIGATE PROPERTY,D14, ,0,2021-12-24 04:00:00,2021,12,Friday,4,,COMMONWEALTH AVE,42.350432726359855,-71.12710479628086,"(42.350432726359855, -71.12710479628086)"
212094580,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2021-12-27 08:30:00,2021,12,Monday,8,,"WARREN ST & BRUNSWICK ST
BOSTON  MA 02121
UNITED S",42.311859978630686,-71.08289994287115,"(42.311859978630686, -71.08289994287115)"
212094576,3114,,INVESTIGATE PROPERTY,D14, ,0,2021-12-27 15:54:00,2021,12,Monday,15,,WALLINGFORD RD,42.341349456849365,-71.15122794885295,"(42.341349456849365, -71.15122794885295)"
212094565,520,,BURGLARY - RESIDENTIAL,B3,469,0,2021-12-27 11:30:00,2021,12,Monday,11,,TENNIS RD,42.27615691256162,-71.0955030303829,"(42.27615691256162, -71.0955030303829)"
212094563,1102,,FRAUD - FALSE PRETENSE / SCHEME,B3, ,0,2021-12-27 16:40:00,2021,12,Monday,16,,WALK HILL ST,42.279916363437174,-71.09674377270848,"(42.279916363437174, -71.09674377270848)"
212094562,2905,,VAL - VIOLATION OF AUTO LAW,B3, ,0,2021-12-27 16:09:00,2021,12,Monday,16,,"CUMMINS HWY & WOODHAVEN ST
MATTAPAN  MA 02126
UNIT",42.2702440379922,-71.098251016985,"(42.2702440379922, -71.098251016985)"
212094560,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,282,0,2021-12-26 23:30:00,2021,12,Sunday,23,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212094552,3005,,SICK ASSIST,B3, ,0,2021-12-27 15:01:00,2021,12,Monday,15,,TENNIS RD,42.27615691256162,-71.0955030303829,"(42.27615691256162, -71.0955030303829)"
212094551,619,,LARCENY ALL OTHERS,B2, ,0,2021-12-27 15:41:00,2021,12,Monday,15,,DUDLEY ST,42.32872588572028,-71.08382216968015,"(42.32872588572028, -71.08382216968015)"
212094549,1102,,FRAUD - FALSE PRETENSE / SCHEME,B3,465,0,2021-12-24 16:00:00,2021,12,Friday,16,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212094547,735,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3, ,0,2021-12-27 14:00:00,2021,12,Monday,14,,MAXWELL ST,42.281615326622806,-71.08086179326523,"(42.281615326622806, -71.08086179326523)"
212094536,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,D14,778,0,2021-12-26 00:00:00,2021,12,Sunday,0,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212094535,520,,BURGLARY - RESIDENTIAL,D14, ,0,2021-12-20 12:00:00,2021,12,Monday,12,,ASHFORD ST,42.35458677143736,-71.1267326752679,"(42.35458677143736, -71.1267326752679)"
212094534,3201,,PROPERTY - LOST/ MISSING,B2, ,0,2021-12-27 14:21:00,2021,12,Monday,14,,HOWLAND ST,42.31324759576598,-71.08692602956602,"(42.31324759576598, -71.08692602956602)"
212094530,3805,,M/V ACCIDENT - POLICE VEHICLE,D14, ,0,2021-12-27 02:10:00,2021,12,Monday,2,,"PARSONS ST & WASHINGTON ST
BRIGHTON  MA 02135
UNIT",42.34906899087266,-71.15578699956625,"(42.34906899087266, -71.15578699956625)"
212094528,3502,,MISSING PERSON - LOCATED,B2,306,0,2021-12-21 18:26:00,2021,12,Tuesday,18,,CODMAN PARK,42.31904705348386,-71.09399992238706,"(42.31904705348386, -71.09399992238706)"
212094527,3803,,M/V ACCIDENT - PERSONAL INJURY,B2,282,0,2021-12-27 13:51:00,2021,12,Monday,13,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212094523,3503,,MISSING PERSON - NOT REPORTED - LOCATED,B2, ,0,2021-12-27 12:26:00,2021,12,Monday,12,,"SEAVER ST & HAROLD ST
ROXBURY  MA 02121
UNITED STA",42.31217198280342,-71.09346594797898,"(42.31217198280342, -71.09346594797898)"
212094510,619,,LARCENY ALL OTHERS,B2, ,0,2021-12-27 12:57:00,2021,12,Monday,12,,IRWIN AVE,42.32146220182472,-71.07803669741372,"(42.32146220182472, -71.07803669741372)"
212094506,3501,,MISSING PERSON,B3, ,0,2021-12-27 10:58:00,2021,12,Monday,10,,NORWELL ST,42.293511436152215,-71.07778766575197,"(42.293511436152215, -71.07778766575197)"
212094503,423,,ASSAULT - AGGRAVATED,B3, ,0,2021-12-27 11:35:00,2021,12,Monday,11,,MORTON VILLAGE DR,42.280243521200596,-71.08481509241136,"(42.280243521200596, -71.08481509241136)"
212094494,3114,,INVESTIGATE PROPERTY,B3,465,0,2021-12-26 19:00:00,2021,12,Sunday,19,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212094482,3001,,DEATH INVESTIGATION,B3, ,0,2021-12-27 10:03:00,2021,12,Monday,10,,CUMMINS HWY,42.26894762286374,-71.09608343630367,"(42.26894762286374, -71.09608343630367)"
